,NOME_PRODUTO,PRINCIPIO_ATIVO,CLASSE_TERAPEUTICA,CATEGORIA_REGULATORIA
12691,Florbetaben (18F),,,RADIOFÁRMACO
12692,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12693,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12694,Oxigênio,OXIGÊNIO,,GASES MEDICI
12695,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12696,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12697,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12698,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12699,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12700,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12701,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12702,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12703,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12704,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12705,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12706,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12707,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12708,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12709,Atacand Hct,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,NOVO
12710,Florbetaben (18F),,,RADIOFÁRMACO
12711,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12712,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12713,Oxigênio,OXIGÊNIO,,GASES MEDICI
12714,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12715,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12716,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12717,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12718,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12719,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12720,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12721,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12722,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12723,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12724,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12725,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12726,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12727,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12728,Florbetaben (18F),,,RADIOFÁRMACO
12729,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12730,Lurope,RIVAROXABANA,ANTITROMBOTICO,SIMILAR
12731,Novalgina Flash,DIPIRONA MONOIDRATADA +  CAFEÍNA ANIDRA,ANALGESICOS NAO NARCOTICOS,NOVO
12732,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12733,Oxigênio,OXIGÊNIO,,GASES MEDICI
12734,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12735,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12736,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12737,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12738,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12739,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12740,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12741,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12742,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12743,Rezurock,MESILATO DE BELUMOSUDIL,IMUNOSSUPRESSORES SELETIVOS,NOVO
12744,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12745,Acetato De Ciproterona + Etinilestradiol,ACETATO DE CIPROTERONA +  ETINILESTRADIOL,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,GENÉRICO
12746,Cloridrato De Bupropiona + Cloridrato De Naltrexona,CLORIDRATO DE BUPROPIONA +  CLORIDRATO DE NALTREXONA DI-HIDRATADO,"PREPARAÇÕES ANTIOBESIDADE, EXCLUINDO PRODUTOS DIETÉTICOS",GENÉRICO
12747,Estradiol + Drospirenona,ESTRADIOL HEMI-HIDRATADO +  DROSPIRENONA,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,GENÉRICO
12748,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12749,Lacosamida,LACOSAMIDA,ANTICONVULSIVANTES,GENÉRICO
12750,Loratadina,LORATADINA,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO,GENÉRICO
12751,Topiramato,TOPIRAMATO,ANTICONVULSIVANTES,GENÉRICO
12752,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12753,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12754,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12755,Florbetaben (18F),,,RADIOFÁRMACO
12756,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12757,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12758,Oxigênio,OXIGÊNIO,,GASES MEDICI
12759,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12760,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12761,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12762,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12763,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12764,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12765,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12766,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12767,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12768,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12769,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12770,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12771,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12772,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12773,Florbetaben (18F),,,RADIOFÁRMACO
12774,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12775,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12776,Oxigênio,OXIGÊNIO,,GASES MEDICI
12777,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12778,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12779,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12780,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12781,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12782,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12783,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12784,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12785,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12786,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12787,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12788,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12789,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12790,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12791,Florbetaben (18F),,,RADIOFÁRMACO
12792,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12793,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12794,Oxigênio,OXIGÊNIO,,GASES MEDICI
12795,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12796,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12797,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12798,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12799,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12800,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12801,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12802,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12803,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12804,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12805,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12806,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12807,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12808,Acsisa,TRIANCINOLONA ACETONIDA,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,SIMILAR
12809,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12810,Dipbe,DIPIRONA,ANALGESICOS NAO NARCOTICOS,SIMILAR
12811,Donaren® Lp,CLORIDRATO DE TRAZODONA,ANTIDEPRESSIVOS,SIMILAR
12812,Especbac,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
12813,Florbetaben (18F),,,RADIOFÁRMACO
12814,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12815,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12816,Oxigênio,OXIGÊNIO,,GASES MEDICI
12817,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12818,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12819,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12820,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12821,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12822,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12823,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12824,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12825,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12826,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12827,Torrem,ESZOPICLONA,HIPNOTICOS,SIMILAR
12828,Trexacont,ÁCIDO TRANEXÂMICO,ANTIFIBRINOLITICOS,SIMILAR
12829,Trikafta,ELEXACAFTOR +  TEZACAFTOR +  IVACAFTOR,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,NOVO
12830,Cefalexina,CEFALEXINA MONOIDRATADA,CEFALOSPORINAS,GENÉRICO
12831,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12832,Fosfato De Sitagliptina + Cloridrato De Metformina,FOSFATO DE SITAGLIPTINA +  CLORIDRATO DE METFORMINA,ANTIDIABETICOS,GENÉRICO
12833,Fosfato De Sitagliptina + Cloridrato De Metformina,FOSFATO DE SITAGLIPTINA +  CLORIDRATO DE METFORMINA,ANTIDIABETICOS,GENÉRICO
12834,Haloperidol,HALOPERIDOL,NEUROLEPTICOS,GENÉRICO
12835,Hemitartarato De Zolpidem,HEMITARTARATO DE ZOLPIDEM,HIPNOTICOS,GENÉRICO
12836,Ibuprofeno,IBUPROFENO,ANTINFLAMATORIOS ANTIREUMATICOS,GENÉRICO
12837,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12838,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12839,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12840,Florbetaben (18F),,,RADIOFÁRMACO
12841,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12842,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12843,Oxigênio,OXIGÊNIO,,GASES MEDICI
12844,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12845,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12846,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12847,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12848,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12849,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12850,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12851,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12852,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12853,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12854,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12855,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12856,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12857,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12858,Florbetaben (18F),,,RADIOFÁRMACO
12859,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12860,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12861,Oxigênio,OXIGÊNIO,,GASES MEDICI
12862,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12863,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12864,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12865,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12866,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12867,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12868,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12869,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12870,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12871,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12872,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12873,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12874,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12875,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12876,Florbetaben (18F),,,RADIOFÁRMACO
12877,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12878,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12879,Oxigênio,OXIGÊNIO,,GASES MEDICI
12880,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12881,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12882,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12883,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12884,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12885,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12886,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12887,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12888,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12889,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12890,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12891,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12892,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12893,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12894,Florbetaben (18F),,,RADIOFÁRMACO
12895,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12896,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12897,Oxigênio,OXIGÊNIO,,GASES MEDICI
12898,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12899,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12900,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12901,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12902,Psma 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12903,Psma 1007 (F18),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12904,Psma-1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS NAO RADIOATIVOS,RADIOFÁRMACO
12905,Psma-1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12906,Psma11 (68Ga),GÁLIO (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12907,Radiofes,FLUORESTRADIOL (18 F),,RADIOFÁRMACO
12908,Flouroestradiol (18F),,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12909,18F - Psma - 1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12910,18F-Psma1007,AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12911,Ar Sintético Medicinal,NITROGÊNIO +  OXIGÊNIO,,GASES MEDICI
12912,Disp H,DIOSMINA +  FLAVONÓIDES EXPRESSOS EM HESPERIDINA +  HESPERIDINA,ANTIVARICOSOS DE ACAO SISTEMICA,ESPECÍFICO
12913,Florbetaben (18F),,,RADIOFÁRMACO
12914,Gallium-68,OCTREOTIDA NOTA ALUMÍNIO (18 F),,RADIOFÁRMACO
12915,Koriva,LACOSAMIDA,ANTICONVULSIVANTES,SIMILAR
12916,No_Produto,AMESPRO FLUORNICOTINAMIDA (18 F),,
12917,Oxigênio,OXIGÊNIO,,GASES MEDICI
12918,Octreotato Tetraxetana (68 Ga),OCTREOTATO TETRAXETANA (68 GA),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12919,Pib (11C),PIBENZOTIAZOL (11 C),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
12920,Psma - 1007 (18F),AMESPRO FLUORNICOTINAMIDA (18 F),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
